uid,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
12459,austin,"Pack your bags and fill out a change of address form because this is the home for you! This 3 bed, 2 bath, 1261 sq. ft. home is located on a desirable corner lot. You will love the updated kitchen and open cabinetry. Enjoy your outdoor activities in the large backyard and store your tools, games, and toys in the wonderfully convenient backyard shed. This home is move-in ready and waiting for its new owners. Close to everyone's favorite shopping, grocery stores, and restaurants.",Single Family,30.170204162597656,-97.79498291015624,2,True,1998,2,6664.0,3.333333333333333,13,2.0,3,250000-350000
11358,austin,"Beautiful home in North Central Austin with spacious living and dining room, office and game room currently used as a 4th Bedroom and has a storage unit in back. This house has tile and hardwood floors throughout the home and masonry fireplace with a fire starter. Located in a cul-de-sac just minutes from the Domain and Arboretum. Minutes from UT and downtown, with a variety of entertainment and shopping experiences",Single Family,30.342315673828125,-97.6902313232422,4,False,1979,1,7230.0,4.0,14,3.0,3,250000-350000
2244,austin,"""San Miguel in Onion Creek"" with it's luxurious, southwest design. With it's and all-stone exterior and clay-tile roof it looks like a vacation home! Rustic wood, inlaid tile, and Saltillo adorn this beautiful home. Updated kitchen and baths, awesome built-in shelves and bar. Enjoy country-club living on one of the highest hills, on an exclusive street! The outdoor patio with a beautiful fountain is perfect for entertaining, day OR night! 27 holes of championship golf! Welcome home.",Single Family,30.14499855041504,-97.78372955322266,0,True,1983,2,11761.2,5.333333333333333,15,3.0,3,350000-450000
3289,austin,"Beautifully renovated 4 bedroom home! New roof, wood laminate flooring, granite counters, upgraded lighting, stainless appliances, new carpet, updated baths and a spacious, covered patio overlooking the back yard with storage shed! Move in ready!",Single Family,30.360002517700195,-97.67633819580078,0,False,1972,2,6882.0,5.0,15,2.0,4,250000-350000
9445,austin,"*$76,000 Price Drop* Adorable & modern Craftsman Bungalow w/sparkling heated pool and waterfall spa is minutes from downtown & nestled between SOCO and S 1st shopping/restaurants. Entertain inside or out by the flagstone patio, fire pit, cabana. See the pool from your grand master bedroom, kitchen or dining rooms. Featuring rich hardwoods, an elegant master bath with double vanity carrera marble tops, oil rubbed bronze fixtures, & a large frameless glass shower. This is the paradise you have been waiting for in the '04. Full RV hookups is perfect for an Airstream",Single Family,30.24876976013184,-97.75408172607422,0,True,1935,0,6011.0,4.333333333333333,14,2.0,2,650000+
8933,austin,"This beautiful home in popular location has been well-maintained and in immaculate condition. There are Corian counter tops and laminate flooring in the kitchen and BRAND NEW carpets throughout. The master is downstairs with an extra half bathroom for guests. The house has been cleaned from top to bottom, inside and out and the gorgeous curtains have been freshly dry cleaned. Washer, dryer and refrigerator ALL convey! Only a few short minutes to local shopping and hospitals and 18 minutes to downtown.",Single Family,30.42792892456055,-97.71892547607422,2,False,1997,0,7405.0,6.666666666666668,15,3.0,3,0-250000
728,austin,"Sophisticated without being pretentious.  The custom metal entry doors welcome all into the expansive living/dining /kitchen and on to the outdoor living & kitchen that overlooks the large fenced back yard.  The kitchen is outfitted with an enormous granite island, Thermador range, built-in fridge and loads of cabinets.  The downstairs master suite also features an adjacent exercise/nursery/bonus room.  The 5th bedroom downstairs is being currently used as a study.  Additional features include wood and travertine floors, high ceilings, 3 fireplaces, upstairs game room, walk-in closets, 3 car garage.",Single Family,30.34258460998535,-97.8247299194336,3,False,2014,0,20908.8,7.0,16,4.0,5,0-250000
10850,austin,"3 bedroom, 2 bath, Limestone Tri-level on a very large waterfront lot inside Austin.  Close to I-35, but feels miles from the city.  30 mile view, and backs to beautiful Walnut Creek, miles of wood and Pioneer Farms historic Texas homestead.  Large kitchen with lots of cabinet space, open floorplan with vaulted ceilings and floor to cieling stone fireplace.  Huge master bedroom with walk-in closets, balcony and custom shower.  Beautiful sunroom and nice deck.  Stone front patio, pond and beautiful landscaping with automatic sprinklers.  Large fenced backyard with a private gated access to the Creek.  Truly a hidden jewel of Austin, this limestone creek, with 70' cliffs runs crystal clear year-round.  This property has the only access to it in the neighborhood, and is quite private.  We've worked really hard fighting our Property Taxes each year to keep the valuation low, so it looks strangely low compared to our neighbors, but don't let that fool you.  Its a great house with a much higher valuation then the tax value shows.

Neighborhood Description

Brand new elementary school less than a mile away.  ",Single Family,30.369977951049805,-97.66305541992188,2,False,1984,0,18730.8,4.333333333333333,12,2.0,3,250000-350000
2951,austin,"You will love everything about this gorgeous, updated home in the highly coveted Northwest Hills, feeding into top-notch Doss, Murchison and Anderson schools.  Every detail of this renovation was thoughtfully selected from the high-quality oak wood flooring and tile to the luxurious baths with loads of storage upstairs.  Full of natural light, the functional floor plan boasts of 4 bedrooms, plus a bonus room great for an office, game or guest room. Perfectly perched on a level lot with magnificent oaks, you have a beautiful view of the hills from this park-like property.  Plus, the recently added deck and flagstone patio makes for great backyard living and entertaining.  Conventiently close to shopping, 360, 2222 and Mopac. Schedule your visit today!",Single Family,30.35993385314941,-97.78302001953124,0,False,1983,0,11325.6,7.0,16,3.0,4,650000+
8077,austin,"10213 Loxley Ln, Austin, TX 78717 is a single family home that contains 3,300 sq ft and was built in 2004. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.50326156616211,-97.7651138305664,2,False,2004,1,10628.0,8.333333333333334,16,4.0,4,450000-650000
14035,austin,"12709 Machete Trl, Austin, TX 78729 is a single family home that contains 3,787 sq ft and was built in 1996. It contains 5 bedrooms and 4 bathrooms. 
 
",Single Family,30.45318603515625,-97.7798843383789,0,False,1996,0,9844.0,5.333333333333333,12,4.0,5,350000-450000
4545,austin,"Great, open MIL floorplan loaded w/ upgrades including extensive tile floors,light fixtures,front door,stone ext.,granite counters,42"" maple cabinets, stainless appl. Relaxing backyard w/ covered porch.",Single Family,30.19731521606445,-97.99019622802734,0,False,2007,0,7405.0,6.0,16,2.0,4,250000-350000
11741,austin,"6907 Priscilla Dr, Austin, TX 78752 is a single family home that contains 1,616 sq ft and was built in 1968. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.3325309753418,-97.71078491210938,0,False,1968,0,9583.0,5.666666666666668,13,2.0,3,350000-450000
82,austin,"VIEWS for miles in this Grandview Hills home. Very private backyard, master suite, office/study, formal dining and family room down. Three beds/two baths and great room up with views of the hill country.  All rooms very spacious including kitchen breakfast area and utility room.  Check out the extra storage space inside the garage and large storage below the home, MANY UPGRADES including windows, HVAC and roof.",Single Family,30.42333984375,-97.86441040039062,2,False,2001,0,10105.0,7.0,16,4.0,4,450000-650000
11466,austin,"6504 Willamette Dr, Austin, TX 78723 is a single family home that contains 2,354 sq ft and was built in 1962. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.31458854675293,-97.67912292480469,2,False,1962,3,12632.4,2.333333333333333,14,2.0,4,450000-650000
602,austin,Charming HOME! Imagine coming home to relax in this cozy abode! Abundant natural light throughout. Backs to greenbelt and pond. Spacious open-concept living and kitchen areas. Flowing floor plan with private master-suite overlooking the backyard and neighboring pond. Large walk-in closet. Plentiful storage space throughout. Jogging path access from cul-de-sac. An absolute must-see!,Single Family,30.276567459106445,-97.6308135986328,2,False,2007,2,5880.0,3.6666666666666665,11,2.0,3,0-250000
12685,austin,"$10,000 Flooring allowance to buyer!!! Beautifully maintained home, fresh interior paint, exceptionally clean and ready for buyer selection of new flooring. Outstanding, well maintained yard with huge trees in quiet, convenient Oak Hill location. Great floor plan, two spacious living areas, wood burning fireplace converted to gas logs, two dining areas and efficient kitchen design.",Single Family,30.222997665405284,-97.86106872558594,2,False,1979,1,8712.0,6.0,17,2.0,3,350000-450000
13299,austin,"Clean, well maintained home in popular Village at Western Oaks.  Easy access to Mopac as well as Escarpment Village shopping center with HEB grocery store, restaurants and shops.  The home has 4 bedrooms with the master down stairs, game room and 3 bedrooms upstairs making it the perfect family retreat.  Large corner lot with plenty of trees for shade in the summer.  New interior paint and flooring, AC system is approximately 5 years old. Exemplary Elementary School is within walking distance.",Single Family,30.208538055419922,-97.8732452392578,0,False,1999,0,7492.0,9.0,18,3.0,4,350000-450000
1308,austin,"11300 Shallow Water Rd, Austin, TX 78717 is a single family home that contains 2,129 sq ft and was built in 2004. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.49981117248535,-97.7895965576172,2,False,2004,1,6618.0,8.333333333333334,16,3.0,3,250000-350000
8821,austin,"Great layout, open 3Br/2BA plus office in desirable Wells Branch. Corner lot, close to park and community amenities. Private backyard with mature trees and storage shed. Renovated kitchen, bathroom, flooring and many other updated features. Must see to appreciate.",Single Family,30.43782043457031,-97.6777114868164,2,False,1985,1,8755.0,2.6666666666666665,14,2.0,3,250000-350000
9400,austin,"This is the one! Great price, Great location in prestigious Travis Heights Elem. Steps from Lady Bird Lake and Riverside Redevelopment District. Many awesome opportunities for the visionary minded person. For the renovator, you may want to do a complete and total renovation of this charming one story stone cottage. Or, you may want to build your dream home on this large lot with 13,405 sf of land area. Must be listed for 10 days before seller will entertain offers. Sold AS IS. Sellers addendum required.",Single Family,30.2454833984375,-97.7336883544922,0,False,1940,0,13503.6,4.333333333333333,14,1.0,2,350000-450000
7510,austin,"Home features include an in ground swimming pool with an outdoor kitchen, extensive covered patio areas, fireplace and fire pit* Acreage in the city (1 acre) * Separate work shop 18x18* Storage shed 12x16* Garden 16x24* Granite counters*Stainless steel appliances* Roof replaced in 2014* 4 bedroom/ 2 1/2 bath* Breakfast area & formal dining* Hardi plank exterior in 2017*  All windows accross the back & on the sides were replaced in 2015* Master bath has solid surface counters, duel sinks & garden tub.",Single Family,30.162092208862305,-97.8592529296875,0,False,1984,0,43995.6,7.333333333333332,17,3.0,4,450000-650000
7791,austin,"6520 Adair Dr, Austin, TX 78754 is a single family home that contains 1,670 sq ft and was built in 2014. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.35537338256836,-97.62112426757812,0,False,2014,0,7405.0,5.0,11,2.0,3,0-250000
44,austin,"Lovely cul-de-sac home with features tons of upgrades Kitchen has huge island with pendant lighting, granite counters, SS appliances & breakfast area. Master offers a sitting alcove, perfect for workout space or nursery. His and hers vanities, soaking tub, walking shower & spacious walk-in closet complete the master. French doors lead to a private home office.  Screened patio overlooks the large back yard! Bryant Park is close by and include a pavilion, park, walking trails with hammocks along the way!",Single Family,30.161479949951172,-97.72125244140624,2,False,2015,1,8537.0,3.6666666666666665,12,3.0,3,350000-450000
4027,austin,"Lovely home in southeast Austin! Excellent proximity to airport, McKinney Falls State Park, Smith Elem / Ojeda Middle. Convenient access to 183/290/71 & Hwy35. 15 min to downtown, SoCo, Zilker Park & Town Lake areas. Community amenities include: jogging path, pond, playground & Olympic Junior pool. 1.5 car garage. 2 Nest Home Thermostats. GOOGLE FIBER. Interior has been freshly painted white. Recently installed vinyl planking. Large upstairs master suite. Washer/dryer will convey. Home backs up to fields!",Single Family,30.19967460632324,-97.6922836303711,1,False,2007,0,4399.0,4.333333333333333,14,3.0,3,0-250000
361,austin,Coming soon! This exclusive home is not listed on the MLS.  Photos and details will be available soon. ,Single Family,30.23805046081543,-97.58654022216795,2,False,1998,0,5062.0,3.0,13,2.0,3,0-250000
2012,austin,"NEW INTERIOR PAINT 9.15.19. Photos show old paint. Beautiful 4-bedroom home at The Crossing at Onion Creek, features a large covered front porch, an in-law plan with high ceilings, carpet and tile flooring, and large windows for natural light. The kitchen, which has a large breakfast bar, has a great layout that opens into the dining and living areas. Large rooms, great master suite and back covered patio. Blocks from IH-35 and Southpark Meadows. Come see today!",Single Family,30.157867431640625,-97.78143310546876,2,False,2005,0,6011.0,5.333333333333333,14,2.0,4,0-250000
13198,austin,"All brick single-story with greenbelt views in desirable Village at Western Oaks! Kitchen features upgraded stainless appliances, tile backsplash, breakfast bar & eat-in dining space - open floorplan to living room. Butler access to Formal dining/flex/office space. High ceilings & all tile flooring throughout. Large primary bed, luxurious bath w/garden tub, separate shower, double vanity & spacious walk-in closet. In-law plan separates the other bedrooms. Play in the front yard with native oaks, or enjoy the private back patio with gorgeous greenbelt views - gated fence to roam. Cool off with a dip in the private pool & relaxing waterfall! Original Owner - Move-in ready w/fresh paint - updated HVAC & Insulation in 2019.  5-star location near HEB, MoPac, Arbor Trails, Dick Nichols & Circle C Parks. Schedule a showing today & welcome home!",Single Family,30.20577621459961,-97.8682861328125,2,True,2002,3,6751.0,8.0,17,2.0,3,450000-650000
14897,austin,Crestview Remodel,Single Family,30.3492488861084,-97.73236846923828,0,False,1949,0,9550.0,7.0,16,2.0,3,450000-650000
7137,austin,"915 Boatswain Way, Austin, TX 78748 is a single family home that contains 1,888 sq ft and was built in 2018. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.16970252990723,-97.81129455566406,2,False,2018,0,5972.0,3.333333333333333,14,3.0,3,250000-350000
10786,austin,"Wonderful condo community in the heart of Austin! Completely remodeled 2 bedroom 2 bath ground unit. Rare opportunity with only one shared wall, NO upstairs neighbor, 2-car garage, & TWO private patios. Condo is Warrantable (per HOA) and 50% owner occupied. Community tennis court & pool! Fantastic location close to downtown, Lady Bird Lake, SOCO, UT, Oracle campus, & Austin airport! See list of 2020 updates. Multiple offers received. Best and final offer deadline is 4PM Saturday 6/20.",Townhouse,30.22543716430664,-97.7431411743164,2,False,1985,2,914.0,4.0,14,2.0,2,250000-350000
1196,del valle,"6801 Campina Xing, Del Valle, TX 78617 is a single family home that contains 1,324 sq ft and was built in 2006. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.16093826293945,-97.63988494873048,0,False,2006,2,6534.0,3.0,14,2.0,3,0-250000
1079,austin,"Come tour this naturally lit open floor plan ~ from the central living area with inviting fireplace to the spacious kitchen or large 2nd floor game room, this home is perfect for relaxing or entertaining ~ fresh interior paint,            well-maintained wood flooring, window treatments, recent new roof ('16) and new water heaters ('17) make it move-in ready! ~ Multiple walk-in attics provide plenty of storage ~The first floor master retreat features dual vanities, separate  walk-in shower and large walk-in closet.  It's large windows also offer the same  stunning greenbelt view as the private, peaceful back yard oasis. With multi-leveled Ipe hardwood decking and professional drought resistant landscaping, this haven is sure to please for years to come!",Single Family,30.39102935791016,-97.79965209960938,3,False,1998,0,50965.2,7.0,17,4.0,5,650000+
11578,austin,"2118 Brunswick Dr, Austin, TX 78723 is a single family home that contains 1,676 sq ft and was built in 1957. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.31601905822754,-97.68370056152344,1,False,1957,1,11761.2,3.0,14,2.0,3,450000-650000
4455,austin,"Well maintained home in great community.  Walking distance to schools, pool, basketball and tennis courts!  Minutes from Downtown!  ",Single Family,30.34903335571289,-97.61695098876952,2,False,2011,0,4979.0,5.0,11,2.0,3,0-250000
2283,austin,"7007 Cut Plains Trl, Austin, TX 78726 is a single family home that contains 2,586 sq ft and was built in 2016. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.3846435546875,-97.84707641601562,2,False,2016,2,8276.0,7.0,16,3.0,4,450000-650000
3498,austin,"Perfectly nestled on a corner lot, youâll be right in the center of it all in this stunning, recently remodeled home. Enjoy the coziness of the mid-century feel that has been updated with all of todayâs modern finishes including gold fixtures and stainless steel appliances. A large, bonus room off the garage makes for the perfect storage area. Travel just a few, short minutes and you will end up at the Domain, Mueller District or Downtown where shopping & dining options are endless.",Condo,30.355770111083984,-97.72120666503906,1,False,1958,0,11761.2,4.0,14,1.0,3,350000-450000
8625,austin,"Spacious 1 story home, cathedral ceiling & many windows. Enjoy fireplace in Living/Den. Entertain on covered front & back patio. Large yard w/ flower beds & large tree. Extra large 2 car garage w/ workshop area. Limestone fireplace wall & all exterior sides. A/C purchased 8/2019. 1.3 mi. to Starbucks, Fry's Electronics, Poke Jo's, Parmer Crossing Shopping, Restaurants. 2.1 mi to Walnut Creek Metropolitan Park, Fixer upper for you to be creative with. Priced to sell AS IS. Offer deadline 4pm Sunday 3/15.",Single Family,30.42502593994141,-97.69829559326172,2,False,1976,2,12632.4,6.666666666666668,15,2.0,4,250000-350000
3024,austin,"One of the more contemporary homes on Cat Mountain with a view of the preserve. Oversized patio encourages outdoor living with hilltop views. Lots of updates including: painted cabinets (2020), refinished stucco, exterior and interior paint, water heater, grinder pump (all 2019), HVAC, windows, roof (all 2016). Master & room w/ ensuite bath downstairs with Jack & jill bath upstairs. Enjoy lots of windows and a warm open floor plan with good flow. Highly rated AISD schools. Quiet street.",Single Family,30.35541343688965,-97.77896881103516,2,False,1997,0,33541.200000000004,7.0,16,4.0,4,650000+
3041,austin,"Timeless elegance w/ modern aesthetic in this NW hills stunner*Down to studs remodel w/ 2 master suites + home office / study*Wood floors thru-out w/ vaulted living room, skylights and custom steel-wrapped fireplace*Open kitchen w/ bar-top, glass subway backsplash & floating shelves, appliance garage and wall of storage in walnut cabinets*Secluded master suite at rear of home w/ walk-in shower, soaker tub and dream closet with custom shoe shelving*Relax under cover patio*Truly 1 of a kind~won't disappoint",Single Family,30.36124992370605,-97.76400756835938,0,False,1966,0,11325.6,7.0,16,3.0,4,650000+
8365,austin,"
Avery Ranch Single Story. Highly acclaimed Leander School District, Easy access to Domain, Apple and Dell, Large, shaded patio with natural gas grill and Greenbelt View, , 4th Bedroom attached to Master for Study, Nursery, Exercise room, Original Owner",Single Family,30.5006103515625,-97.77904510498048,2,False,2005,2,7927.0,8.333333333333334,16,2.0,4,350000-450000
15130,austin,"1307 Harriet Ct, Austin, TX 78756 is a single family home that contains 1,020 sq ft and was built in 1950. It contains 2 bedrooms and 1 bathroom. 
 
",Single Family,30.322927474975586,-97.73566436767578,1,False,1950,0,6098.0,6.0,16,1.0,2,350000-450000
8999,austin,"2800 Feathercrest Dr, Austin, TX 78728 is a single family home that contains 1,754 sq ft and was built in 1996. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.448768615722656,-97.68474578857422,2,False,1996,2,7971.0,5.333333333333333,14,3.0,3,250000-350000
5943,austin,"12932 Majestic Oaks Dr, Austin, TX 78732 is a single family home that contains 2,911 sq ft and was built in 1999. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.37293815612793,-97.9013671875,2,False,1999,2,7492.0,8.666666666666666,17,3.0,4,450000-650000
5100,austin,"10713 Chippenhook Ct, Austin, TX 78748 is a single family home that contains 1,826 sq ft and was built in 2007. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.16897773742676,-97.84320068359376,0,False,2007,4,8712.0,5.0,15,2.0,3,250000-350000
13631,austin,Large corner lot in 78704 perfect for a house remodel or lot redevelopment. Survey attached. Home has 2 bedrooms & 2 bathrooms and has been occupied for many years. Potential interior remodel available or build brand new on the lot. Currently zoned to desirable Zilker Elementary & walking distance to S. Lamar hotspots.,Single Family,30.24800109863281,-97.78131866455078,0,False,1951,0,7579.0,6.666666666666668,16,2.0,2,350000-450000
6274,austin,"Highly sought after Barton View Neighborhood home, where houses are rarely for sale. ",Single Family,30.23820686340332,-97.80803680419922,0,False,1962,0,9234.0,5.666666666666668,16,2.0,4,350000-450000
320,austin,"Back on Market with BRAND NEW ROOF & new vanity, mirror and tile in hall bath 7/18.  Updates in June of 2018 includes:  GRANITE COUNTER TOPS, tile back splash, STAINLESS appliances, new sink and garbage disposal.  Fresh interior and exterior paint. Porcelain wood looking tile in common areas and no carpet.  New front door and garage door! Backs to easement so no neighbors behind it.  There is a bonus/4th room connected to the master that would make a great home office, flex room or nursery. MOVE IN READY!",Single Family,30.25202560424805,-97.58260345458984,0,False,2003,0,5749.0,2.6666666666666665,13,2.0,3,0-250000
9492,austin,"Just south of downtown, this quintessential river stone home is nestled in the sought-after Travis Heights neighborhood. This three-bedroom home offers plenty of opportunity for gathering family and friends in the various rooms, outdoor patios, and large backyard. Wood floors throughout and open-living and kitchen area provide a welcoming first-floor environment. Two smaller bedrooms off the side of main dining and living area have large windows and tall ceilings. Find an inviting, expansive deck outside the kitchen that leads to fenced backyard. Back inside, climb the staircase to find the secluded master bedroom. Not only will you appreciate the private feel of the upstairs, but the second-story deck off this bedroom offers exclusive, beautiful views of the unique Austin skyline. Not only is this space easy to call home, enjoy the easily accessible neighborhood parks, South Congress shopping and eateries, Town Lake trail, and a quick distance to the ever-growing downtown corridor.",Single Family,30.24199485778809,-97.74315643310548,0,False,1938,0,6629.0,4.333333333333333,14,2.0,3,650000+
14541,austin,Back on the Market....buyer terminated.....no reason given.,Condo,30.29953575134277,-97.75043487548828,0,False,2008,0,5266.0,7.0,16,3.0,2,650000+
8241,austin,"17016 Ennis Trl, Austin, TX 78717 is a single family home that contains 3,273 sq ft and was built in 2002. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.51396560668945,-97.74815368652344,0,False,2002,0,9757.0,7.666666666666668,16,4.0,4,450000-650000
4463,austin,Immaculate One Story Home in Belterra that backs to the greenbelt. Home features 5 bedrooms/ 2 full baths* Interior/Exterior Painted May/2018* Great Hardwoods* Nice Open Kitchen with breakfast bar* Spacious Bright Dining Room* Living Room with Gas Fireplace(Logs)* Private Master Suite off the back of the house* Awesome backyard backing to the greenbelt * Covered Back Porch* Tons of Storage/Space in the Garage* Home well taken care of and great curb appeal.,Single Family,30.200523376464844,-97.98511505126952,0,False,2005,0,7753.0,6.0,16,2.0,5,350000-450000
13849,austin,"This exclusive modern home plan is simply luxurious inside and out. This design offers a strong appearance with landmark curb appeal. There is well-defined use of space and characterized by a gourmet island kitchen giving way to the open living room. This showpiece includes main floor Master suite with enormous walk in closet. The second level hosts two additional bedrooms, an open loft and private office. This contemporary treasure is constructed by locally owned Milestone Custom Homes",Single Family,30.244836807250977,-97.75951385498048,3,False,2014,1,5793.0,5.0,13,3.0,3,650000+
9120,austin,"Airy, open floor plan with inviting entry and rich wood laminate flooring throughout. Spacious kitchen overlooks family room with ample storage, huge breakfast bar & center island, breakfast area & formal dining. The children's retreat separates 2nd & 3rd bedrooms and the master suite has a double vanity, jetted garden tub, separate shower & walk-in closet, Covered porch overlooks mature backyard trees.  Solar panels installed in 2017. Many upgrades including new dishwasher, exhaust hood, oven (never used), back splash tiles in kitchen, both toilets, quartz counters, all faucets, front door w/digital lock, light fixtures, side fence gate and so much more! Refer to attached/ask the agent for details. Convenient North Austin location close to The Domain with easy access to IH-35, Mopac & the toll road.",Single Family,30.43156433105469,-97.69108581542969,0,False,2003,0,6621.0,5.333333333333333,14,2.0,3,350000-450000
2045,austin,"Beautiful 4 bedroom home ready to move in with several updated features including: interior and exterior paint, updated bathrooms, and new wood-like flooring and carpet throughout. The home has mature trees in the front yard, is walking distance to the elementary school, and has access to a community swimming pool. The home is close to Onion Creek Park and Greenbelt and only 15 minutes from Downtown Austin and Austin-Bergstrom International Airport. Welcome home!",Single Family,30.16413879394531,-97.73950958251952,4,False,2004,0,7405.0,3.6666666666666665,15,2.0,4,0-250000
12610,austin,"Exceptionally clean and well maintained home is situated on a quiet street and just a short walk to neighborhood park & pool! Soaring ceilings in entry and family room, open & bright floor-plan with walls of windows overlooking manicured backyard. Fabulous kitchen offers granite counters & pressed tin backsplash + staineless steel appliances. Upgrades include new carpet, fresh paint, tile floors, crown molding & plantation shutters! Covered front porch and back patio plus a 3 car garage with workshop!!!",Single Family,30.22711753845215,-97.87642669677734,3,False,1999,2,6098.0,6.0,17,3.0,3,450000-650000
3323,austin,"Back to the market after a month. Owner fixed a leak in Principal bathroom. One story home located at the end of a cul-de-sac. Property has a Fireplace in Living room. Traditional lay out inside. Principal bed has walk in closet, double vanity and shower. No Carpets in home. Has beautiful crown molding in Living room and Kitchen. All appliances are stainless steel and convey as well washer and dryer. Outside has 2 cover patio, one in the back and other in the left side of the home.",Single Family,30.3691520690918,-97.6720733642578,2,False,2000,1,3750.0,5.0,15,2.0,3,0-250000
12104,austin,"Stunning and eclectic one story nestled on over 2 acres of lush landscaping under gorgeous tree canopies.  This one of a kind home is filled with 
Austin charm the moment you walk through the door. Three bedrooms and 2 baths with sparkling pool make it a perfect location for entertaining or just getting away from it all. Also on property is a separate guest house perfect for a home office, guest quarters or even a music studio! You won't want to miss this one.",Single Family,30.15663719177246,-97.82264709472656,0,False,1981,0,92347.2,3.333333333333333,14,2.0,3,450000-650000
4919,austin,"Unique and built with love on 2 private acres in West Oak Hill.  Vast Great Room w/Fireplace, upstairs Game Room is central to bedrooms, Reading Loft, Covered Patios, Decks, and Pool & Hot Tub.  Entry is a special Silo with curved, wooden stairs that lead to the best Hill Country Viewing platform.  Sliding Barn Doors allow open or closed spaces.  Guest House (861 SqFt) has additional Bedroom, Kitchen, Living, and Laundry.  Covered Carport doubles as the Party Barn.",Single Family,30.224912643432607,-97.90901947021484,2,True,2009,0,87120.0,8.0,18,4.0,4,650000+
4039,austin,"Location location! Charming cottage in a popular East Austin neighborhood located just minutes to downtown, ABIA, Lady Bird Lake & more! Beautifully remodeled with open spaces, lots of natural light and a warm and inviting feel. For those seeking a small yet functionally designed home - this is it! The private backyard has room for the dog to run and offers plenty of shade for your guests to play yard games and enjoy a beverage of choice! It's a gem!",Single Family,30.23245429992676,-97.70207977294922,0,False,1970,0,7274.0,3.333333333333333,13,2.0,3,250000-350000
4195,austin,"Come take a look at this great home! This place has modified features that do not appear in similar models. It has orange, plum, mandarin, and loquat trees. The home also features custom wrought iron fencing and a wooden back deck with a backyard multi-use shed.  It has a downstairs master suite and a living room fireplace. The property is walking distance to Colony Park which is a Master Planned Community that is in process. ",Single Family,30.303504943847656,-97.64083099365234,1,False,2001,0,5749.0,3.333333333333333,14,3.0,4,0-250000
119,austin,"Beautiful plantation-style cul-de-sac home with gorgeous curb appeal! Full length front porch & upstairs balcony provide the perfect spots to beat the heat. Natural light floods the interior featuring tons of upgrades - true hardwood floors, Saltillo brick in kitchen/sun room/foyer, solid pine doors, frames, cabinets & windows! Kitchen & bathrooms have been fully remodeled - includes extra-large garage w/ built-in shelving. A true must see!",Single Family,30.37546539306641,-97.79732513427734,2,False,1982,1,8319.0,7.0,17,4.0,3,650000+
2737,austin,"HURRY in to see this UPDATED BEAUTY on corner lot in highly desirable neighborhood with exemplary schools. Updates include recent paint, wood-like tile floors, granite kitchen counters, updated lights and fixtures. Move-in Ready and just waiting for new owners. Enjoy the outdoors from the beautifully landscaped front yard to the multi-level back deck leading to sparkling pool with waterfall, hot tub, new pool decking. Large trees create a very private feel - this one is an entertainer's dream!",Single Family,30.42685890197754,-97.79200744628906,0,True,1990,1,10890.0,9.0,16,4.0,4,650000+
997,austin,"Gated high end custom on private, close-in 5 acres. Mexican architecture by David Manning. Built by Roger Lawrence w incredible attention to detail. Hand built doors/built-ins by Southwest Spanish Craftsmen, Santa Fe NM. Commissioned artisan crafted light fixtures. Vibrant hand painted tiles. Vaulted/beamed ceilings. Courtyard pool/hand carved cantera fountain. Resort style outdoor living, 1 w fireplace. Exceptional Spanish masonry work. Guesthouse w full kitchen. Replacement cost over 3M. Rare offering.",Single Family,30.360185623168945,-97.83799743652344,2,False,2006,1,218235.6,7.0,16,4.0,3,650000+
2211,austin,"Two-story home with an elevation of stone, brick, and shaker shingle with a 4.8 kw solar panel system.",Single Family,30.148670196533203,-97.74466705322266,2,False,2014,1,4007.0,5.333333333333333,15,3.0,3,250000-350000
10978,austin,"With 5 bedrooms this home give you extra room for a study or gameroom.  Great for home-based business. Open Floorplan with family room/dining area/kitchen. Your own pool, spa, covered dining area and bar and firepit await your friends and family. Want a little privacy, this home has that too. Sit comfortably for an intimate conversation in your living room and adjourn at your leisure to yet another dining area.  Spacious garage and grand curb appeal.",Single Family,30.35439682006836,-97.61315155029295,4,True,1993,3,8712.0,5.0,11,3.0,5,350000-450000
